year,doy,agb,yield,fint,lai,gdd
1973,280,105.0,0.0,0.0,0.14469,0.0
1973,281,105.0,0.0,0.0,0.14469,0.0
1973,282,105.0,0.0,0.0,0.14469,0.0
1973,283,105.0,0.0,0.0,0.14469,0.0
1973,284,105.0,0.0,0.0,0.14469,0.0
1973,285,105.0,0.0,0.0,0.14469,0.0
1973,286,105.0,0.0,0.0,0.14469,0.0
1973,287,105.0,0.0,0.08315238656939639,0.14469,0.0
1973,288,114.96824736033997,0.0,0.09348460310174489,0.16357877322692904,15.0185
1973,289,125.63338895987465,0.0,0.1068800353702859,0.18839061372873592,33.435
1973,290,138.4328094738251,0.0,0.1163232001432587,0.206106490363807,46.0055
1973,291,147.85121609637233,0.0,0.12258910957703195,0.2179664636235634,54.781499999999994
1973,292,159.61748665527995,0.0,0.1318756260151963,0.2357004776426768,67.09349999999999
1973,293,173.61140515568567,0.0,0.14229395887267116,0.2558230793448244,80.482
1973,294,184.76718776683484,0.0,0.15311635987432393,0.2769866210061552,94.151
1973,295,199.32462730196556,0.0,0.1617710635648072,0.2941067032899158,105.078
1973,296,215.65851288296471,0.0,0.1712156595355402,0.312992169804435,116.84100000000001
1973,297,232.6094047870945,0.0,0.18206512168034872,0.3349542606744573,130.02800000000002
1973,298,250.22978247374817,0.0,0.19693233152132802,0.3655271649974505,146.90800000000002
1973,299,265.7400998945484,0.0,0.21310255381374468,0.39942891476208015,164.40500000000003
1973,300,286.1909920844428,0.0,0.22484152173247438,0.4244796374108323,177.29850000000002
1973,301,290.7398596909866,0.0,0.23450160937334918,0.4453802771141915,188.383
1973,302,303.9132605522094,0.0,0.24239516031388297,0.4626555815823672,197.336
1973,303,306.70988760520146,0.0,0.2477957793049719,0.47457903637933185,204.145
1973,304,312.2072280493143,0.0,0.25844857013653566,0.4983512676448601,214.6875
1973,305,314.5576576981581,0.0,0.2572877458680648,0.4957443083431652,223.776
1973,306,326.01161220827385,0.0,0.26128905337537534,0.5047476263138166,232.08450000000002
1973,307,338.85610093588696,0.0,0.26595048379115904,0.5152979864466827,243.18850000000003
