projectid;CURRENT.DATE;simulationid;WLVG;WLVD;WST;WRT;WSO;TAGB;TSUM;DVS;LAI;TRANRF;GRT;NNI;NPKI;ES0;ETC;TRMAX;EVMAX;WAVT;TPAR;TPARINT;FINT;RAIN;WBAL;WBALL;SMACT;TDRAIN;TRAIN;TRUNOF;TIRR;TESOIL;TTRANS;WTOT;TWDR;CFET;CFEV;CRAIRC;DEPNR;IAIRDU;IOPT;IRRI;KSUB;RDI;RDMCR;RDMSO;RUNFR;SM0;SMDRY;SMFC;SMI;SMLOWI;SMW;RD;RR;RDM
in1;28.11.1977;in1_00__2;24.397793353008804;11.449674294563943;19.16779419748646;38.11401633236098;0.0;55.01526184505921;436.96099999999996;0.4161533333333334;0.7277822846633051;1.0;0.0;1.0;0.8179037890368133;0.2819743541051728;0.20335789616842015;0.07230224019664522;0.18172067394848315;93.91825734348942;223.63500000000005;46.31659011778626;0.35381495625919124;0.0;0.0;0.0;0.3495513651966389;0.0;109.63718638792133;0.0;0.0;39.506527788291855;16.014197702033538;219.51825734348938;169.18848544774664;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.6400000000000005;0.012;1.25
in1;29.11.1977;in1_00__2;24.17565606673652;11.671811580836229;19.16779419748646;38.11401633236098;0.0;55.01526184505921;436.96099999999996;0.4161533333333334;0.7234828076323979;1.0;0.0;1.0;0.8233075211584368;0.28555723251117354;0.2241172261080078;0.07929602655233606;0.18452281278073698;95.33910801328354;228.20500000000004;47.93352446789076;0.35214584964718965;0.0;0.0;0.0;0.3489673562707552;0.0;109.63718638792133;0.0;0.0;39.657070123717936;16.086499942230184;223.3391080132835;173.23218069316349;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.6520000000000005;0.012;1.25
in1;30.11.1977;in1_00__2;23.96207323683388;11.885394410738867;19.16779419748646;38.11401633236098;0.0;55.015261845059214;436.96099999999996;0.4161533333333334;0.7193377181235061;1.0;0.0;1.0;0.8285709184440456;0.016499142118273934;0.0;1.0E-4;0.010689037698584626;96.78621078716805;232.53500000000005;49.45831599686309;0.3505325962897241;7.41196528815635;0.0;0.0;0.3484451085692758;0.0;109.63718638792133;0.0;0.0;39.77436656869795;16.16579596878252;227.186210787168;177.27587593858033;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.6640000000000005;0.012;1.25
in1;01.12.1977;in1_00__2;23.756683426475533;12.090784221097215;19.16779419748646;38.11401633236098;0.0;55.01526184505921;436.96099999999996;0.4161533333333334;0.7153411299144767;1.0;0.052562609614312764;1.0;0.8336962798026343;0.2672070083559413;0.17213802092133396;0.06033998739373004;0.1735422419701232;99.44369524541706;233.18000000000006;49.684409521469966;0.3489733352589275;9.83401019811936;0.0;0.0;0.3497646012732181;0.0;117.04915167607768;0.0;0.0;39.78505560639653;16.165895968782518;232.243695245417;181.31957118399717;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.6760000000000005;0.012;1.25
in1;02.12.1977;in1_00__2;23.584074641715507;12.288325462765913;19.186828331099257;38.122612351453824;0.0;55.05922843558068;439.51949999999994;0.41859;0.7119737946240039;1.0;0.0;1.0;0.8396353689931921;0.8355707190574934;0.8150031296132099;0.28441436038758583;0.5439788183832996;101.37449497997595;235.84000000000006;50.612678593258714;0.34765667057344396;0.0;0.0;0.0;0.3499622706804375;8.198328069654222;126.88316187419704;0.0;0.0;39.95859784836666;16.226235956176247;236.5744949799759;185.49406616397292;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.6880000000000005;0.012;1.25
in1;03.12.1977;in1_00__2;23.394972070337722;12.4774280341437;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.7082737193611944;1.0;0.0;1.0;0.8459438148667422;0.12609328528515182;0.0;1.0E-4;0.08225611354124851;102.43996701714579;239.99000000000007;52.055453776138506;0.34620683016368503;7.11095105077675;0.0;0.0;0.3488953008970139;8.223833089678495;126.88316187419704;0.0;0.0;40.40924465680276;16.510650316563833;240.03996701714573;189.69459936996645;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7000000000000005;0.012;1.25
in1;04.12.1977;in1_00__2;23.214765062914957;12.657635041566467;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.7047365597283864;1.0;0.0;1.0;0.8506099623616316;0.10659207341712834;0.0;1.0E-4;0.06968916955880955;104.99998861481883;244.29000000000008;53.544143145842355;0.3448178142486076;0.0;0.0;0.0;0.34999998373545516;14.49186183806607;133.9941129249738;0.0;0.0;40.49150077034401;16.510750316563833;244.99998861481876;193.8945879847851;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7120000000000005;0.012;1.25
in1;05.12.1977;in1_00__2;23.04136233158922;12.831037772892204;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.7013250064320984;1.0;0.0;1.0;0.8551487815644914;0.3418281315515249;0.3015800304967241;0.10399016693690882;0.2239597023812426;106.74215646485924;248.50500000000008;54.99755023290024;0.3434753273603992;17.0850134974785;2.8421709430404007E-14;0.0;0.3499187590798581;14.49187322324742;133.9941129249738;0.0;0.0;40.549233168707566;16.510850316563833;249.14215646485917;198.09458823318906;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7240000000000005;0.012;1.25
in1;06.12.1977;in1_00__2;22.874483861181982;12.997916243299441;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.6980343531242961;1.0;0.0;1.0;0.8595628027014727;0.0815999971109197;0.0;1.0E-4;0.053572411390638924;108.59999999445965;250.58000000000007;55.71026153717307;0.34217780982638546;4.33572530738502;0.0;2.8421709430404007E-14;0.3499999999923472;31.191093067862816;151.0791264224523;0.0;0.0;40.77319287108881;16.614840483500743;253.3999999944596;202.29458822764846;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7360000000000005;0.012;1.25
in1;07.12.1977;in1_00__2;22.713862441026244;13.158537663455181;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.6948600837977787;1.0;0.0;1.0;0.8638545734472743;0.11653563312468473;0.06385813201562154;0.021850835752709564;0.07665972541534893;110.40000000012665;254.68500000000006;57.11490144651038;0.3409237531109892;0.0;0.0;0.0;0.3500000000001718;35.47314596385723;155.41485172983732;0.0;0.0;40.82676528247945;16.614940483500742;257.6000000001266;206.49458822777487;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7480000000000006;0.012;1.25
in1;08.12.1977;in1_00__2;22.55924301649157;13.313157087989854;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.691797864353935;1.0;0.0;1.0;0.8680266527352989;0.6790493306503868;0.7195434938710076;0.24530946845709797;0.4475452842975518;112.12941853248404;259.74000000000007;58.83827101848643;0.33971169831971504;11.4550381490517;5.6843418860808015E-14;0.0;0.3499056397493099;35.47314596385723;155.41485172983732;0.0;0.0;40.87549591436641;16.63679131925345;261.729418532484;210.69458822777193;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7600000000000006;0.012;1.25
in1;09.12.1977;in1_00__2;22.41038207585936;13.462018028622065;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.6888435345782307;1.0;0.0;1.0;0.8720816050258026;1.0251880969339642;0.9946991324144685;0.33791093158966623;0.6769197074273705;113.99999999999727;261.0350000000001;59.27819766781046;0.33854023472539807;5.56722283363342;0.0;2.8421709430404007E-14;0.3499999999999961;46.16474789251461;166.869889878889;0.0;0.0;41.323041198663965;16.88210078771055;265.9999999999972;214.894588227769;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7720000000000006;0.012;1.25
in1;10.12.1977;in1_00__2;22.26704707056424;13.605353033917188;19.186828331099257;38.122612351453824;0.0;55.059228435580685;441.42749999999995;0.42040714285714287;0.685993100502349;1.0;0.0;1.0;0.8760219950127227;0.10690254896098804;0.06483475363924847;0.021949172715394535;0.0707117349429918;115.8000000000003;265.7700000000001;60.88118567923522;0.3374079983189513;0.0;0.0;0.0;0.35000000000000003;50.71714008713101;172.43711271252243;0.0;0.0;41.99996090609134;17.220011719300214;270.2000000000002;219.09458822776907;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7840000000000006;0.012;1.25
in1;11.12.1977;in1_00__2;22.129015866925922;13.743384237555507;19.186828331099257;38.122612351453824;0.0;55.05922843558068;441.42749999999995;0.42040714285714287;0.6832427271330387;1.0;0.0;1.0;0.8798503827495349;0.06525555769055914;0.02112505374739505;0.007127762099288825;0.043237810591000736;117.51947130802026;270.6450000000001;62.52604967104011;0.33631367038648863;0.0;5.6843418860808015E-14;0.0;0.34989728483165816;50.71714008713101;172.43711271252243;0.0;0.0;42.05854042535598;17.24196089201561;274.3194713080202;223.29458822776905;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.7960000000000006;0.012;1.25
in1;12.12.1977;in1_00__2;21.99607622759889;13.876323876882537;19.186828331099257;38.122612351453824;0.0;55.059228435580685;441.42749999999995;0.42040714285714287;0.6805887315288033;1.0;0.0;1.0;0.8835693191743281;1.123277277160428;1.1538902783692109;0.3880690747416364;0.7455037732168635;119.28485837270789;275.5100000000001;64.16221567747039;0.33525597611437485;0.0;0.0;0.0;0.3498553497144568;50.71714008713101;172.43711271252243;0.0;0.0;42.08602559856906;17.249088654114896;278.48485837270783;227.49458822776904;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8080000000000006;0.012;1.25
in1;13.12.1977;in1_00__2;21.868025321065254;14.004374783416173;19.186828331099257;38.122612351453824;0.0;55.059228435580685;441.42749999999995;0.42040714285714287;0.6780275762065766;1.0;0.20101325125420533;1.0;0.8871813420142926;0.6885818859408529;0.7435540829816352;0.24928094988383698;0.4577306936350751;120.29727502999063;277.8450000000001;64.94503838169744;0.3342336832234679;1.59860870451212;0.0;0.0;0.3488827661262257;50.71714008713101;172.43711271252243;0.0;0.0;42.485539866544684;17.637157728856533;281.89727502999057;231.69458822776903;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8200000000000006;0.012;1.25
in1;14.12.1977;in1_00__2;21.83963813896782;14.127730846892176;19.260341290715484;38.15514376171323;0.0;55.22771027657548;445.12999999999994;0.42393333333333333;0.6774587758181523;1.0;0.24836694955753985;1.0;0.8894147265007323;0.2775431484978972;0.21080079956999784;0.0704567276667324;0.1847788797220071;122.98887209098383;278.7650000000001;65.25253337026304;0.3340064315636745;8.69855582709533;0.0;0.0;0.34998642937924823;50.71714008713101;174.03572141703455;0.0;0.0;42.94327056017976;17.88643867874037;286.98887209098376;235.89458822776902;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8320000000000006;0.012;1.25
in1;15.12.1977;in1_00__2;21.835831430062196;14.248487964728316;19.351913149514825;38.19498844354091;0.0;55.43623254430534;448.27849999999995;0.42693190476190473;0.6773824147065245;1.0;0.0;1.0;0.8901248333386166;0.3222245019053374;0.2773788166180911;0.09264630872996346;0.21459944586155325;124.80000000000027;280.5950000000001;65.86376514002457;0.33397591725911435;0.0;0.0;0.0;0.35;59.14933239782117;182.73427724412988;0.0;0.0;43.12804943990177;17.956895406407103;291.2000000000002;240.094588227769;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8440000000000006;0.012;1.25
in1;16.12.1977;in1_00__2;21.7158706491838;14.368448745606713;19.351913149514825;38.19498844354091;0.0;55.43623254430534;449.71149999999994;0.42829666666666666;0.6749751931947723;1.0;0.5096280864533472;1.0;0.8947231427707089;0.9178376444106735;0.9378785456887658;0.31322884757404973;0.611301975223674;126.32957368936309;283.7650000000001;66.92246879773596;0.33301326172934254;0.0;0.0;0.0;0.3496795896793398;59.14933239782119;182.73427724412988;0.0;0.0;43.30582944180898;18.049541715137067;295.12957368936304;244.294588227769;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8560000000000006;0.012;1.25
in1;17.12.1977;in1_00__2;21.84053632486987;14.482757676303907;19.541698165322376;38.27585690780344;0.0;55.86499216649615;456.21049999999997;0.43448619047619047;0.6774825848553092;1.0;1.3735242647946548;1.0;0.8924469732505774;1.3312907835775318;1.410673426473305;0.46977295898478316;0.8879532974281658;127.42775577021337;288.1350000000001;68.37773675149319;0.3340159454950894;2.44681239121292;0.0;0.0;0.34886420066613677;59.14933239782119;182.73427724412988;0.0;0.0;43.69441851338465;18.362770562711116;298.6277557702133;248.494588227769;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8680000000000007;0.012;1.25
in1;18.12.1977;in1_00__2;22.363314575775696;14.60020846568243;20.06044131258534;38.49040898505078;0.0;57.023964354043464;467.3585;0.44510333333333335;0.6879852260620523;1.0;0.7424882302639886;1.0;0.8762021049753912;0.6055272509164685;0.6362863990732707;0.21252980319212428;0.4032714936785621;130.20000000000027;289.8400000000001;68.94723393856232;0.3381995050677916;2.08778357927031;0.0;2.8421709430404007E-14;0.3499999999999999;59.26617430283425;185.1810896353428;0.0;0.0;44.582371810812816;18.8325435216959;303.8000000000002;252.69458822776897;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8800000000000007;0.012;1.25
in1;19.12.1977;in1_00__2;22.567371385885956;14.73863502919514;20.34761864773975;38.603236506537385;0.0;57.65362506282084;474.198;0.4516171428571429;0.6920515744355332;1.0;1.1177999530594296;1.0;0.8704586601741297;0.3789922854589977;0.3806798553793212;0.12874573867856492;0.2508172820922535;132.0000000000003;291.42500000000007;69.48328015409477;0.3398122037490874;0.0;0.0;0.0;0.35;60.73815658523387;187.2688732146131;0.0;0.0;44.985643304491376;19.045073324888023;308.0000000000002;256.89458822776896;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.8920000000000007;0.012;1.25
in1;20.12.1977;in1_00__2;22.93343150664208;14.884805405478923;20.786241167684278;38.77018344261238;0.0;58.60447807980528;479.3245;0.45649952380952386;0.6993253305459702;1.0;0.0;1.0;0.8562926149985095;0.37848466001978015;0.39471624394988586;0.13412939671217308;0.24987095361323455;133.56419452710634;295.2150000000001;70.77116840630381;0.3426871526928711;12.4408304691315;0.0;1.4210854715202004E-14;0.3497356440886839;60.73815658523387;187.2688732146131;0.0;0.0;45.092703038706794;19.173819063566587;311.96419452710626;261.09458822776895;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9040000000000007;0.012;1.25
in1;21.12.1977;in1_00__2;22.768646333095564;15.04959057902544;20.786241167684278;38.77018344261238;0.0;58.60447807980528;480.128;0.45726476190476195;0.696074095763415;1.0;0.0;1.0;0.8612241200742097;0.9433147584846818;1.006562622643769;0.34493607916086205;0.6200529098064028;135.60000000000028;296.2800000000001;71.13613022392173;0.34140365417807317;4.19904589648468;0.0;1.4210854715202004E-14;0.35;72.559181231146;199.7097036837446;0.0;0.0;45.34257399232003;19.30794846027876;316.4000000000002;265.29458822776894;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9160000000000007;0.012;1.25
in1;22.12.1977;in1_00__2;22.61065938661584;15.207577525505162;20.786241167684278;38.77018344261238;0.0;58.604478079805276;480.128;0.45726476190476195;0.692949295469716;1.0;0.0;1.0;0.8653661590529493;0.4700288340603997;0.4367502715342264;0.1491081386650506;0.30955927254312005;137.4000000000003;298.18500000000006;71.78650418513095;0.3401677066804777;1.13734895586504;0.0;0.0;0.35;75.79323813866344;203.90874958022928;0.0;0.0;45.96262690212643;19.652884539439622;320.6000000000002;269.49458822776893;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9280000000000007;0.012;1.25
in1;23.12.1977;in1_00__2;22.45845139063756;15.35978552148344;20.786241167684278;38.77018344261238;0.0;58.604478079805276;480.128;0.45726476190476195;0.6899325549142636;1.0;0.0;1.0;0.86939454591604;1.2370881691362883;1.2680199991376202;0.4313394551316256;0.8162707236796461;139.2000000000003;302.62500000000006;73.29684880279227;0.3389722994333606;0.0;5.6843418860808015E-14;0.0;0.3499999999999999;76.47191968332031;205.04609853609432;0.0;0.0;46.27218617466955;19.80199267810467;324.8000000000002;273.6945882277689;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9400000000000007;0.012;1.25
in1;24.12.1977;in1_00__2;22.31179157854272;15.506445333578277;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2055;0.4582909523809524;0.6870199178540398;1.0;0.0;1.0;0.8742061790191225;0.25825408263247357;0.20754300088233235;0.07035132824038419;0.1707131024044909;140.1312223824384;307.1600000000001;74.83408818072256;0.3378160891742623;1.2331783549584;0.0;0.0;0.3490757684919554;76.47191968332032;205.04609853609432;0.0;0.0;46.70962433709981;20.233332133236296;328.1312223824383;277.8945882277689;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9520000000000007;0.012;1.25
in1;25.12.1977;in1_00__2;22.171457302763027;15.64677960935797;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6842261916746042;1.0;0.0;1.0;0.8780328104286336;2.4607292096093474;2.5593850366827544;0.864601443783294;1.629455291502244;142.80000000000032;308.7150000000001;75.35939219938854;0.3367051820469157;0.0;0.0;0.0;0.35;76.59525599007192;206.27927689105272;0.0;0.0;46.8803374395043;20.30368346147668;333.2000000000002;282.0945882277689;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9640000000000007;0.012;1.25
in1;26.12.1977;in1_00__2;22.03624778596705;15.781989126153949;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6815293324128334;1.0;0.0;1.0;0.8817112060674824;0.7039483660016854;0.7600748753935662;0.2559211492886775;0.4669253032754591;143.0398761066915;312.2050000000001;76.53449328473228;0.3356310255627799;0.0;0.0;0.0;0.3483816142185593;76.59525599007192;206.27927689105272;0.0;0.0;47.575859889029836;21.168284905259974;335.8398761066914;286.2945882277689;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9760000000000008;0.012;1.25
in1;27.12.1977;in1_00__2;21.905915727297042;15.912321184823956;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6789249723260178;1.0;0.0;1.0;0.8852862006109019;0.48910286955594945;0.5018802933100255;0.16844659755339264;0.3249447718411876;144.4006759728206;316.4000000000001;77.94246543696813;0.33459206039840184;0.0;0.0;0.0;0.34795151226723386;76.59525599007192;206.27927689105272;0.0;0.0;47.759138873612066;21.42420605454865;339.6006759728205;290.4945882277689;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;0.9880000000000008;0.012;1.25
in1;28.12.1977;in1_00__2;21.78027018618826;16.037966725932737;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6764097686626036;1.0;0.0;1.0;0.8887601976618699;0.9501964327899379;1.0759960973163702;0.36001975118172364;0.6322682505595411;145.91351027407188;321.1550000000001;79.53345068416253;0.3335871204080928;0.0;0.0;0.0;0.3476857391437971;76.59525599007192;206.27927689105272;0.0;0.0;47.877857974807405;21.592652652102043;343.5135102740718;294.69458822776886;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0000000000000007;0.012;1.25
in1;29.12.1977;in1_00__2;21.65912853866913;16.15910837345187;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6739805091025761;1.0;0.0;1.0;0.8921355802499576;0.6339212047921502;0.673976867359818;0.2248300024042288;0.4224532555199079;147.13653035952976;323.80000000000007;80.41578861764194;0.33261507826217507;0.0;5.6843418860808015E-14;0.0;0.34713653035952946;76.59525599007192;206.27927689105272;0.0;0.0;48.094818138167795;21.952672403283767;347.1365303595297;298.89458822776885;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0120000000000007;0.012;1.25
in1;30.12.1977;in1_00__2;21.54231607206337;16.275920840057626;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.255;0.45833809523809527;0.6716341061614172;1.0;0.0;1.0;0.8954147081137284;0.35584497374791757;0.33832691447210805;0.11253263313534043;0.23748556995555234;148.57459090545296;328.4200000000001;81.95247027921319;0.33167484420113147;0.0;5.6843418860808015E-14;0.0;0.3468128368630955;76.59525599007192;206.27927689105272;0.0;0.0;48.23192758984037;22.177502405687996;350.9745909054529;303.09458822776884;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0240000000000007;0.012;1.25
in1;31.12.1977;in1_00__2;21.42966560134822;16.38857131077278;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.256;0.45833904761904765;0.6693675918579739;1.0;0.0;1.0;0.8986007695592182;0.3850840010662954;0.3632700685873148;0.12048754340163198;0.25736132500828357;150.18874783995068;332.95000000000005;83.45495732344432;0.33076536482190577;0.0;0.0;0.0;0.34666869906245157;76.59525599007192;206.27927689105272;0.0;0.0;48.305238022207305;22.290035038823337;354.98874783995063;307.2945882277688;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0360000000000007;0.012;1.25
in1;01.01.1978;in1_00__2;21.32101802131922;16.49721889080178;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6671781301441501;1.0;0.0;1.0;0.9017084838730396;0.24904772628207536;0.200732182819047;0.06639525368163957;0.1666713642403186;151.79235063448104;335.73;84.37448503764922;0.32988562893723883;6.60133659829398;0.0;0.0;0.3465177129676455;76.59525599007192;206.27927689105272;0.0;0.0;48.381147684275305;22.41052258222497;358.992350634481;311.4945882277688;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0480000000000007;0.012;1.25
in1;02.01.1978;in1_00__2;21.216234261984933;16.602002650136065;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6650632483189524;1.0;0.0;1.0;0.9047123288969384;0.49781044165017646;0.4918555554941388;0.16225607927045896;0.3335899310148834;157.20000000000027;337.48;84.9517848882894;0.32903476158374056;0.0;0.0;0.0;0.35;79.35587660492466;212.8806134893467;0.0;0.0;48.54781904851562;22.47691783590661;366.80000000000024;315.6945882277688;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0600000000000007;0.012;1.25
in1;03.01.1978;in1_00__2;21.115151984364857;16.70308492775614;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6630200081166348;1.0;0.0;1.0;0.9076290897116179;0.4664977250628325;0.47551282869830325;0.15646025022075627;0.313003757317426;158.56138897333489;341.44;86.25476254416101;0.32821169127803074;0.0;0.0;0.0;0.3495862160125798;79.35587660492466;212.8806134893467;0.0;0.0;48.82417399591056;22.63917391517707;370.56138897333483;319.8945882277688;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0720000000000007;0.012;1.25
in1;04.01.1978;in1_00__2;21.01763069388119;16.800606218239807;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6610458714624631;1.0;0.0;1.0;0.910460977660702;1.0202214331193693;1.113294294546752;0.36539620330337164;0.6853728310771647;160.00596021919074;346.295;87.84823030531585;0.3274154986787654;0.0;0.0;0.0;0.3492592912492448;79.35587660492466;212.8806134893467;0.0;0.0;49.02314249983396;22.79563416539783;374.40596021919066;324.0945882277688;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0840000000000007;0.012;1.25
in1;05.01.1978;in1_00__2;20.923535788670264;16.894701123450734;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6591383966218602;1.0;0.0;1.0;0.9132101696350798;0.6633098642196953;0.746626046127546;0.24445693921940537;0.44613193424765957;161.07327382268465;350.46500000000003;89.2135529348063;0.32664529521104513;4.14681434619979;0.0;0.0;0.3485915810172365;79.35587660492466;212.8806134893467;0.0;0.0;49.39043269303668;23.1610303687012;377.87327382268455;328.29458822776877;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.0960000000000008;0.012;1.25
in1;06.01.1978;in1_00__2;20.832738282583612;16.985498629537386;20.786241167684278;38.77018344261238;0.0;58.604478079805276;481.2725;0.45835476190476193;0.6572952341947076;1.0;0.0;1.0;0.915878806931783;0.3180552819155701;0.28844648493423364;0.09421968722393102;0.21416402046082653;164.4000000000003;351.86;89.6692231216257;0.3259002220445132;0.0;0.0;0.0;0.35;81.28537590034175;217.0274278355465;0.0;0.0;49.83656462728434;23.405487307920605;383.6000000000002;332.49458822776876;1.0;2.0;0.07;4.5;false;4;0;100.0;0.1;1.25;1.5;0.0;0.45;0.15;0.35;0.3;0.3;0.2;1.1080000000000008;0.012;1.25
