site,year,month,day,tx,tn,p,rad,vp,rhx,rhn
indiana,1973,1,1,1.352,-4.766,0.0,9.38,0.331,77.20650039959027,49.140414517416175
indiana,1973,1,2,0.964,-7.032,0.0,9.63,0.277,76.84689493951191,42.28975545903756
indiana,1973,1,3,6.276,-4.823,14.9137220161037,1.29,0.399,93.47068319881566,41.86213570524223
indiana,1973,1,4,8.096,-3.863,3.51611179809197,4.48,0.572,100.0,52.97261816673179
indiana,1973,1,5,-4.465,-10.714,0.0,6.53,0.211,78.16809917474443,48.1075841841002
indiana,1973,1,6,-5.74,-11.155,0.0,7.08,0.185,70.99642844718645,46.47209215542849
indiana,1973,1,7,-4.421,-9.237,0.0,5.55,0.169,55.688200823755054,38.40374059892848
indiana,1973,1,8,-2.823,-6.848,0.0,7.53,0.195,53.334698629467916,39.30388539602986
indiana,1973,1,9,-5.419,-11.774,0.0,10.12,0.191,77.0370275060094,46.818084476992546
indiana,1973,1,10,-6.065,-13.912,0.0,7.6,0.128,61.433772962834,32.96350416799895
indiana,1973,1,11,-5.529,-9.908,0.0,9.49,0.173,60.110612231688556,42.76310579593576
indiana,1973,1,12,-1.379,-12.177,0.0,10.32,0.151,62.91736415517273,27.347542088269105
indiana,1973,1,13,3.926,-5.856,0.0,10.06,0.188,47.64646341868168,23.237560843105136
indiana,1973,1,14,5.618,-3.02,0.0,7.74,0.351,71.79442150068843,38.543251579756785
indiana,1973,1,15,3.472,-0.077,1.24239623539779,4.39,0.59,97.13762654692935,75.30035801279675
indiana,1973,1,16,9.647,-0.355,0.0,10.16,0.593,99.63062344987422,49.448977554750385
indiana,1973,1,17,13.05,4.116,0.0,5.77,0.729,88.91057239539698,48.513430240921004
indiana,1973,1,18,14.068,7.362,0.0,5.63,0.904,88.0202738786118,56.30038522645957
indiana,1973,1,19,12.005,0.103,2.88033735728277,3.91,0.824,100.0,58.73018658172102
indiana,1973,1,20,2.579,-3.804,0.0,8.32,0.425,92.18929157278406,57.7899929989259
indiana,1973,1,21,3.665,-3.831,9.12553880260702,2.72,0.399,86.72532935767208,50.23394004299187
indiana,1973,1,22,7.421,2.953,5.90677717826793,4.05,0.835,100.0,80.97424846467688
indiana,1973,1,23,2.087,-1.434,1.66867180723784,3.25,0.526,95.6502821414686,74.0796024843752
indiana,1973,1,24,5.075,-4.843,0.0,11.31,0.304,71.32385296471041,34.668039329983856
indiana,1973,1,25,11.407,-2.62,0.0,11.31,0.539,100.0,39.965793365072464
indiana,1973,1,26,9.843,-2.414,0.0,4.78,0.667,100.0,54.892453012456556
indiana,1973,1,27,9.783,0.606,0.0,7.34,0.807,100.0,66.68207669569333
indiana,1973,1,28,6.294,-3.595,9.24240350718719,2.28,0.715,100.0,74.92290136745318
indiana,1973,1,29,-2.485,-6.856,0.0,10.58,0.27,73.89364870782724,53.068711338944176
indiana,1973,1,30,1.046,-8.761,0.0,12.31,0.265,84.1139706027727,40.219007104894594
indiana,1973,1,31,5.335,-4.024,0.0,6.05,0.416,91.74312557803655,46.58866486070275
indiana,1973,2,1,9.933,4.523,6.6893982072429,2.32,0.818,96.95519532684574,66.91423764732764
indiana,1973,2,2,10.665,4.368,7.82880726592339,2.62,0.991,100.0,77.19469070573966
indiana,1973,2,3,6.205,-2.045,1.20686306036077,12.66,0.554,100.0,58.410213482019884
indiana,1973,2,4,11.615,-0.638,0.0,12.19,0.556,95.36635593391969,40.66253966950977
indiana,1973,2,5,11.917,0.745,0.0,10.98,0.701,100.0,50.25427882049689
indiana,1973,2,6,8.008,2.241,0.0,5.81,0.704,98.06311928912538,65.58883130568096
indiana,1973,2,7,4.189,-1.051,1.85925960539635,3.4,0.585,100.0,70.98280139439785
indiana,1973,2,8,-0.065,-7.974,2.00664778014925,10.86,0.324,96.70327359507588,53.29678095199642
indiana,1973,2,9,-3.103,-12.282,0.0,14.5,0.185,77.7417751918206,38.0756818896918
indiana,1973,2,10,-1.417,-10.671,0.0,9.84,0.22,81.22307104889227,39.95575710828235
indiana,1973,2,11,0.248,-9.681,0.0,14.11,0.219,74.73832813315178,35.21395562328829
indiana,1973,2,12,5.197,-7.637,0.0,14.65,0.227,65.99844379637624,25.667713745953208
indiana,1973,2,13,3.646,-3.179,1.21109783646034,4.14,0.366,75.75722019647938,46.14109287325452
indiana,1973,2,14,3.353,0.926,2.42597601379657,1.64,0.688,100.0,88.55004303110653
indiana,1973,2,15,2.192,-6.392,3.82308377243135,7.33,0.521,100.0,72.82675577524887
indiana,1973,2,16,-7.288,-13.221,0.0,9.8,0.191,86.62861322665731,54.04836154770211
indiana,1973,2,17,-3.67,-13.652,0.0,15.65,0.148,69.53389350828635,31.782009550576927
indiana,1973,2,18,2.384,-6.636,0.0,12.6,0.202,54.353607695540326,27.85168516544453
indiana,1973,2,19,6.309,-2.564,0.0,12.15,0.372,73.54762148481493,38.94050646142525
indiana,1973,2,20,3.533,0.276,1.72289499003497,9.24,0.493,79.11058224876206,62.64978996128411
indiana,1973,2,21,0.646,-2.97,0.0,12.27,0.416,84.77268154453543,64.98779743738001
indiana,1973,2,22,6.463,-7.512,0.0,12.84,0.273,78.6058414051543,28.275197094150272
indiana,1973,2,23,4.259,-2.756,0.0,10.79,0.469,94.06009000181174,56.62840829651968
indiana,1973,2,24,8.862,-4.725,0.0,16.18,0.439,100.0,38.59675630282559
indiana,1973,2,25,12.767,0.178,0.0,12.45,0.531,85.81707742531185,35.997682869418384
indiana,1973,2,26,8.569,-1.451,0.0,3.58,0.602,100.0,53.98821982964145
indiana,1973,2,27,4.819,-3.242,0.0,14.16,0.395,82.14596859667344,45.85820057533115
indiana,1973,2,28,8.972,-5.046,0.0,16.51,0.48,100.0,41.88881325988661
indiana,1973,3,1,12.579,0.875,0.0,12.95,0.654,100.0,44.88617608734122
indiana,1973,3,2,13.161,5.294,1.20046722742018,7.46,0.889,99.84548207341102,58.73344798470318
indiana,1973,3,3,13.538,8.642,3.2909155543166,4.03,1.143,100.0,73.68001318990937
indiana,1973,3,4,12.336,7.259,0.0,4.23,1.133,100.0,79.01292318339408
indiana,1973,3,5,14.825,7.741,13.1201177834441,7.91,1.165,100.0,69.08913992151052
indiana,1973,3,6,20.903,4.752,0.0,14.7,1.133,100.0,45.82914501715797
indiana,1973,3,7,18.849,11.296,15.3624117373852,14.69,1.303,97.3283622391486,59.85911049182173
indiana,1973,3,8,16.485,3.324,0.0,18.35,0.816,100.0,43.51106248874244
indiana,1973,3,9,11.897,3.579,11.729071321497,3.51,0.824,100.0,59.150089938301974
indiana,1973,3,10,19.588,7.969,4.86386936546523,6.14,1.311,100.0,57.517491432041886
indiana,1973,3,11,18.52,13.725,34.9966919753797,7.48,1.464,93.2306694205977,68.65353738179137
indiana,1973,3,12,12.846,6.656,0.0,9.59,0.778,79.51448590388351,52.47009545495295
indiana,1973,3,13,16.661,3.805,0.0,14.09,0.834,100.0,43.97596527084786
indiana,1973,3,14,20.689,13.81,4.64763045300742,11.0,1.411,89.36032376152706,57.83045589296567
indiana,1973,3,15,18.506,13.643,0.0,18.34,1.278,81.82112007614714,59.98372906857588
indiana,1973,3,16,13.799,6.267,3.18884253499618,8.58,0.972,100.0,61.60195317034617
indiana,1973,3,17,6.9,-1.427,23.4969324103531,10.42,0.604,100.0,60.70352917266945
indiana,1973,3,18,2.425,-6.107,0.0,21.93,0.388,100.0,53.341082764351846
indiana,1973,3,19,6.278,-8.236,0.0,20.32,0.414,100.0,43.42989999689053
indiana,1973,3,20,6.728,-1.083,0.0,17.45,0.538,95.33891846526869,54.71373615610603
indiana,1973,3,21,6.439,-4.454,0.0,21.49,0.429,97.72985775425957,44.50606791480532
indiana,1973,3,22,9.236,-5.045,0.0,21.66,0.47,100.0,40.291711104257644
indiana,1973,3,23,11.184,-2.113,0.0,19.41,0.508,97.12915756551574,38.22836452804279
indiana,1973,3,24,16.46,2.313,0.0,18.44,0.61,84.53377236279488,32.57843971186166
indiana,1973,3,25,13.371,6.918,21.0655510424544,3.24,0.86,86.32533428263706,56.0439840809622
indiana,1973,3,26,15.538,6.223,2.09468603122787,14.14,0.921,96.983622949512,52.17188139395823
indiana,1973,3,27,14.637,-0.375,0.0,22.52,0.634,100.0,38.05755286045267
indiana,1973,3,28,14.382,4.033,2.21339464184211,9.79,0.807,98.99994383788727,49.247340931066326
indiana,1973,3,29,15.963,7.609,18.8994139431884,11.23,1.228,100.0,67.69592604889439
indiana,1973,3,30,14.38,6.842,0.0,13.49,1.1,100.0,67.1364127645907
indiana,1973,3,31,14.848,7.745,10.1127508370382,4.93,1.116,100.0,66.08518911916765
indiana,1973,4,1,15.034,7.481,6.45524210750636,15.25,1.117,100.0,65.35669603483353
indiana,1973,4,2,11.042,6.115,2.78058648109436,4.99,0.876,92.93634957298492,66.54595781161395
indiana,1973,4,3,8.917,4.726,0.0,5.68,0.775,90.56205693335531,67.88485508331098
indiana,1973,4,4,7.847,1.863,3.18326624847032,8.77,0.728,100.0,68.57307145767552
indiana,1973,4,5,11.719,1.278,0.0,14.27,0.615,91.79079346126902,44.669242507774186
indiana,1973,4,6,17.964,5.113,0.0,24.1,0.678,77.11418760331563,32.923459299671684
indiana,1973,4,7,16.552,5.984,0.0,13.95,0.871,93.2474221528815,46.246268966384555
indiana,1973,4,8,14.015,3.717,2.07058297257845,19.9,0.809,100.0,50.55739294471406
indiana,1973,4,9,12.317,4.85,14.4314944743087,9.55,0.757,87.69497762552024,52.85751996468269
indiana,1973,4,10,5.382,-1.275,2.26813395414638,15.39,0.44,79.0805824582529,49.11554637745025
indiana,1973,4,11,7.936,-4.272,0.0,21.44,0.363,81.56553222633495,33.985527264826665
indiana,1973,4,12,7.908,1.043,7.72139728064758,17.5,0.551,83.64328108363763,51.68538038832044
indiana,1973,4,13,8.137,-3.505,0.0,25.68,0.447,94.80925310612277,41.281109062674
indiana,1973,4,14,13.136,-1.866,0.0,25.75,0.469,88.04796668149726,31.03601524793183
indiana,1973,4,15,20.271,5.174,0.0,18.4,0.719,81.43037130644552,30.238080937469377
indiana,1973,4,16,18.95,13.818,12.8881424665401,9.21,1.277,80.83190569345733,58.295908319851144
indiana,1973,4,17,17.473,-0.448,0.0,18.28,1.001,100.0,50.135710272277215
indiana,1973,4,18,19.016,10.785,7.2380989789167,10.89,1.478,100.0,67.19441114459765
indiana,1973,4,19,22.468,14.037,3.19434404366348,10.66,1.581,98.6615918731945,58.11866646045339
indiana,1973,4,20,24.094,17.482,1.01900398726684,12.81,1.813,90.75365551187785,60.41733345753319
indiana,1973,4,21,22.176,18.36,5.72903752316734,8.54,1.738,82.32385546382562,65.0345138794785
indiana,1973,4,22,20.518,16.861,17.4008919342441,13.88,1.675,87.20660078688154,69.37773195589727
indiana,1973,4,23,20.458,10.216,0.0,18.24,1.247,100.0,51.84163409042484
indiana,1973,4,24,18.404,6.744,0.0,25.26,1.039,100.0,49.07875755206359
indiana,1973,4,25,16.329,7.918,0.0,20.66,0.904,84.7400179094559,48.68458844500333
indiana,1973,4,26,16.143,5.295,0.0,20.8,0.771,86.5866212544926,42.01723417977063
indiana,1973,4,27,13.102,8.084,0.0,19.57,0.632,58.577006271497865,41.91555037918029
indiana,1973,4,28,13.676,1.765,0.0,26.98,0.494,71.19573680723597,31.55941514673348
indiana,1973,4,29,20.899,3.591,0.0,22.11,0.746,94.4130786302057,30.182656406459955
indiana,1973,4,30,22.083,11.699,17.6184058188369,16.18,1.304,94.83860253851185,49.0716948425511
indiana,1973,5,1,21.367,16.699,1.76697856023722,10.87,1.569,82.53227124551871,61.68362732036169
indiana,1973,5,2,19.592,12.898,5.14261126511428,15.38,1.516,100.0,66.49493507453154
indiana,1973,5,3,14.159,6.588,0.0,19.2,0.736,75.57507993287,45.56783545641087
indiana,1973,5,4,15.068,3.396,0.0,28.62,0.59,75.70614060433711,34.445989593882494
indiana,1973,5,5,16.331,0.991,0.0,27.1,0.605,92.18587588307956,32.577901946261974
indiana,1973,5,6,15.972,9.506,0.0,8.82,0.844,71.04975316842406,46.50042162556754
indiana,1973,5,7,15.262,13.538,16.1721289157981,3.96,1.172,75.54940985002081,67.5767154460873
indiana,1973,5,8,20.612,14.587,10.2849632963853,17.2,1.621,97.61957999847564,66.75322650375885
indiana,1973,5,9,24.999,11.355,0.0,23.98,1.387,100.0,43.78724593621546
indiana,1973,5,10,23.051,12.836,1.03484094148598,22.88,1.467,99.00265017674037,52.05606275387039
indiana,1973,5,11,20.209,11.182,0.0,25.34,0.995,74.88636297428019,42.00607679203391
indiana,1973,5,12,16.64,9.089,1.23039464599017,21.25,0.959,83.03163909254599,50.634612845246714
indiana,1973,5,13,13.324,8.491,0.0,12.37,0.876,78.97758048116255,57.26195472119653
indiana,1973,5,14,13.897,4.218,3.28758358955383,22.93,0.856,100.0,53.90594821897206
indiana,1973,5,15,15.733,1.226,0.0,28.57,0.682,100.0,38.15367454941539
indiana,1973,5,16,17.64,8.166,1.25724077224731,18.71,0.782,72.07652871317202,38.75642464513751
indiana,1973,5,17,14.605,1.223,0.0,23.67,0.653,97.84922258440105,39.27916097281128
indiana,1973,5,18,17.862,4.524,0.0,18.96,0.736,87.22985709923249,35.970028891845764
indiana,1973,5,19,19.953,11.102,18.6312679086313,17.19,1.153,87.2400264487772,49.453420766424635
indiana,1973,5,20,20.303,8.387,0.0,23.35,1.178,100.0,49.443846715925794
indiana,1973,5,21,22.997,7.912,0.0,23.43,1.141,100.0,40.620480390606815
indiana,1973,5,22,23.901,15.073,5.16894629254239,17.48,1.445,84.33634563153863,48.71499663292187
indiana,1973,5,23,22.312,16.326,8.48837294535087,11.22,1.785,96.14889507583476,66.24285843604716
indiana,1973,5,24,22.759,13.968,0.0,25.54,1.507,94.46568952294298,54.42899295065702
indiana,1973,5,25,22.881,15.1,2.53923833366798,24.22,1.542,89.8414800725807,55.28308809333838
indiana,1973,5,26,22.605,9.167,0.0,26.68,1.324,100.0,48.268099281117166
indiana,1973,5,27,20.915,15.954,27.8267949814222,7.56,1.821,100.0,73.6040056248583
indiana,1973,5,28,20.393,13.046,10.0405514236286,12.59,1.655,100.0,69.07993583344866
indiana,1973,5,29,18.705,12.433,11.5102986314355,12.91,1.511,100.0,70.04202255475359
indiana,1973,5,30,15.771,9.812,8.06005597104331,11.06,1.424,100.0,79.47047416850538
indiana,1973,5,31,22.642,8.47,0.0,27.76,1.21,100.0,44.01319044589536
indiana,1973,6,1,24.97,12.384,0.0,26.7,1.449,100.0,45.82366711241805
indiana,1973,6,2,26.671,12.857,0.0,27.47,1.624,100.0,46.43848529565105
indiana,1973,6,3,28.291,19.372,9.94794666758025,22.84,2.086,92.75600797106738,54.26002716567845
indiana,1973,6,4,26.671,19.34,5.65312802791595,17.79,2.156,96.05967527050105,61.65109254767467
indiana,1973,6,5,24.894,19.516,31.3466382856973,11.46,2.231,98.31940132561914,70.87418562043507
indiana,1973,6,6,24.519,16.784,3.25796000487344,21.93,1.935,100.0,62.86256036652141
indiana,1973,6,7,25.95,13.815,0.0,29.02,1.49,94.33282967356817,44.45747663974962
indiana,1973,6,8,27.475,16.404,0.0,29.51,1.721,92.24215956538616,46.94605988559438
indiana,1973,6,9,29.014,18.56,0.0,26.87,2.029,94.91092776360345,50.612140778240665
indiana,1973,6,10,29.608,19.533,0.0,29.12,2.114,93.06490004559579,50.957066087414645
indiana,1973,6,11,29.975,20.53,0.0,26.11,2.327,96.31199332378047,54.92113510676754
indiana,1973,6,12,29.613,21.044,2.67900526512221,25.1,2.428,97.36399769166019,58.50907065159491
indiana,1973,6,13,25.693,16.809,0.0,28.51,1.952,100.0,59.13508309422376
indiana,1973,6,14,26.434,13.983,0.0,30.37,1.63,100.0,47.26488629265969
indiana,1973,6,15,25.835,18.17,3.64332493614938,14.59,1.872,89.7344769336072,56.23661419488077
indiana,1973,6,16,30.838,21.297,1.30009651184082,24.32,2.647,100.0,59.46545927951399
indiana,1973,6,17,29.743,20.199,5.26900887484771,16.45,2.502,100.0,59.84332092069085
indiana,1973,6,18,28.822,15.875,0.0,29.81,1.999,100.0,50.420501581346194
indiana,1973,6,19,27.15,21.261,7.92632576110464,15.23,2.161,85.51111183999342,60.0805821438608
indiana,1973,6,20,26.219,19.599,3.77636483290189,27.31,2.24,98.20839236228822,65.78168797732128
indiana,1973,6,21,25.288,15.519,0.0,25.37,1.689,95.79338993757408,52.41225926793257
indiana,1973,6,22,23.788,15.253,0.0,22.02,1.621,93.51980896660729,55.02080692526705
indiana,1973,6,23,26.043,13.583,0.0,26.63,1.554,99.88074886800919,46.112845711563004
indiana,1973,6,24,26.076,17.902,0.0,25.46,1.676,81.70407156476577,49.636151961610366
indiana,1973,6,25,29.335,14.828,0.0,26.69,1.916,100.0,46.91615182178882
indiana,1973,6,26,27.99,22.499,0.0,14.68,2.162,79.32716122758833,57.230135157004966
indiana,1973,6,27,25.476,18.617,47.8429598173626,16.45,2.266,100.0,69.53667479763212
indiana,1973,6,28,21.094,17.426,7.64535367488861,17.83,1.884,94.641795544182,75.3177800265039
indiana,1973,6,29,22.473,13.845,0.0,22.44,1.43,90.35787144870486,52.55184073170903
indiana,1973,6,30,24.528,13.593,0.0,23.33,1.601,100.0,51.983888205438575
indiana,1973,7,1,28.151,15.947,0.0,24.78,1.988,100.0,52.13344129158993
indiana,1973,7,2,30.617,21.127,6.17792010319818,24.59,2.487,99.22310936966703,56.579867068191156
indiana,1973,7,3,30.288,20.609,2.67574070539922,19.3,2.638,100.0,61.15453896716081
indiana,1973,7,4,25.785,21.832,5.3584882305131,15.84,2.646,100.0,79.72392168302694
indiana,1973,7,5,26.914,15.867,0.0,25.79,1.894,100.0,53.39134939020259
indiana,1973,7,6,28.43,16.334,0.0,28.53,1.88,100.0,48.5085363558835
indiana,1973,7,7,29.47,17.664,0.0,27.99,2.03,100.0,49.322486203842026
indiana,1973,7,8,30.729,18.59,0.0,28.51,2.266,100.0,51.2236004464874
indiana,1973,7,9,31.687,20.057,0.0,26.26,2.556,100.0,54.716874355489466
indiana,1973,7,10,29.701,21.78,0.0,24.08,2.609,100.0,62.55339221222226
indiana,1973,7,11,25.473,16.735,0.0,29.6,1.567,82.23881521423809,48.095045145718544
indiana,1973,7,12,27.582,13.038,0.0,28.94,1.471,97.96882817962664,39.876366834108126
indiana,1973,7,13,31.09,20.048,0.0,28.94,1.729,73.72385701116545,38.28895402352188
indiana,1973,7,14,28.913,20.595,0.0,23.97,1.937,79.8497867283388,48.600174985191224
indiana,1973,7,15,25.635,17.322,0.0,21.23,1.82,92.02956286872939,55.3260435320074
indiana,1973,7,16,26.583,15.128,0.0,27.01,1.595,92.7621986576503,45.84597257611101
indiana,1973,7,17,28.43,15.875,0.0,26.74,1.476,81.82635251483772,38.08436152195959
indiana,1973,7,18,28.68,18.519,0.0,20.55,1.57,73.628964217566,39.926804413464176
indiana,1973,7,19,30.129,20.463,0.0,21.05,1.895,78.75669862338637,44.33203457081387
indiana,1973,7,20,28.998,21.655,29.3702641658911,11.61,2.485,95.98887143957096,62.04411537583219
indiana,1973,7,21,24.639,20.148,39.1833335161209,5.3,2.474,100.0,79.79883216835327
indiana,1973,7,22,25.973,20.248,3.00194244755403,10.75,2.433,100.0,72.4953253288142
indiana,1973,7,23,29.115,20.26,0.0,17.91,2.487,100.0,61.675803514382
indiana,1973,7,24,28.909,21.703,7.6354635659186,20.44,2.695,100.0,67.63436847907377
indiana,1973,7,25,30.042,21.944,5.69952745951241,21.07,2.744,100.0,64.51465125378334
indiana,1973,7,26,27.246,21.766,2.40428828692529,21.26,2.588,99.29192216370397,71.54863073212377
indiana,1973,7,27,28.138,19.738,0.0,26.0,2.049,89.06273138118803,53.77375285569867
indiana,1973,7,28,25.563,19.173,0.0,20.44,1.911,86.03372806260676,58.34088267678389
indiana,1973,7,29,25.636,13.823,0.0,24.15,1.712,100.0,52.03987473260901
indiana,1973,7,30,27.811,19.117,11.5275020444869,18.01,2.074,93.69844214214642,55.4763183290342
indiana,1973,7,31,25.154,20.062,26.802010039205,13.88,2.348,100.0,73.44494693424377
indiana,1973,8,1,22.288,16.958,0.0,18.69,2.036,100.0,75.66803440339218
indiana,1973,8,2,22.913,15.227,1.04558765877982,17.47,1.708,98.70383933986987,61.11594725899857
indiana,1973,8,3,23.624,15.016,1.07312086146294,21.13,1.698,99.46671737585706,58.20580441324831
indiana,1973,8,4,26.015,15.784,0.0,25.9,1.669,93.06596809111878,49.60733831260843
indiana,1973,8,5,26.761,17.435,0.0,22.25,1.819,91.32462746768151,51.74003117616984
indiana,1973,8,6,27.529,17.61,0.0,22.78,1.877,93.20148773807414,51.040145492327916
indiana,1973,8,7,28.375,17.943,0.0,23.16,1.909,92.8229463541404,49.41432107655271
indiana,1973,8,8,30.475,22.256,0.0,23.21,2.264,84.30559487998823,51.926063017059604
indiana,1973,8,9,28.877,23.077,15.4688745737026,17.13,2.52,89.28101386703713,63.3596805938451
indiana,1973,8,10,27.033,20.727,2.23819540599379,23.06,2.424,99.11656041339786,67.85642026951763
indiana,1973,8,11,28.587,19.3,21.8597888946306,18.1,2.226,99.42568381025812,56.91550242529215
indiana,1973,8,12,26.998,20.29,1.3307213782241,19.48,2.46,100.0,69.00572009069452
indiana,1973,8,13,26.835,16.001,0.0,25.85,2.183,100.0,61.82432756237859
indiana,1973,8,14,25.19,19.008,11.7423133477814,14.63,2.234,100.0,69.72956206925421
indiana,1973,8,15,25.755,17.506,0.0,21.48,1.953,97.6136595151501,58.94847679668205
indiana,1973,8,16,25.923,16.663,0.0,21.33,1.856,97.85254182346334,55.466404126382514
indiana,1973,8,17,27.209,15.887,0.0,22.69,1.89,100.0,52.36486113233901
indiana,1973,8,18,28.01,18.467,0.0,23.23,2.061,96.97092139154472,54.493076911574036
indiana,1973,8,19,28.84,19.565,0.0,20.5,2.255,99.07501912209887,56.81834548849937
indiana,1973,8,20,26.85,21.743,4.8968292410656,22.78,2.24,86.06125017477189,63.38274519761646
indiana,1973,8,21,23.105,15.079,0.0,24.15,1.416,82.61188369686232,50.08259662742755
indiana,1973,8,22,21.991,13.787,0.0,23.71,1.398,88.66947647383333,52.904823470772875
indiana,1973,8,23,24.007,13.009,0.0,18.56,1.386,92.48305579019868,46.42949458237173
indiana,1973,8,24,24.372,17.448,11.8490546941707,9.83,1.8,90.29655202233286,58.9932683499585
indiana,1973,8,25,29.332,19.929,0.0,17.16,2.147,92.22413452464144,52.58162786721783
indiana,1973,8,26,32.088,21.817,0.0,23.19,2.474,94.62309514943806,51.773883143029025
indiana,1973,8,27,32.244,23.386,0.0,20.21,2.53,87.97853280738177,52.48168873044294
indiana,1973,8,28,31.236,22.353,0.0,22.29,2.541,94.06389942196068,55.805593748682476
indiana,1973,8,29,31.038,20.143,0.0,21.11,2.456,100.0,54.549647544069366
indiana,1973,8,30,28.734,21.983,16.3281798361936,13.57,2.549,96.50942373210573,64.62141719532453
indiana,1973,8,31,30.073,21.594,0.0,20.93,2.49,96.54132471853245,58.438856762878565
indiana,1973,9,1,29.985,22.149,0.0,20.18,2.438,91.37799989917752,57.50792315912684
indiana,1973,9,2,30.512,21.368,0.0,21.02,2.167,85.18816664019303,49.59633706892081
indiana,1973,9,3,30.196,21.106,0.0,20.25,2.095,83.69138823239494,48.82311931209312
indiana,1973,9,4,29.419,20.651,0.0,18.72,2.109,86.64080454161117,51.39267420842312
indiana,1973,9,5,27.545,20.433,0.0,16.17,2.279,94.89128638624742,61.91358416354584
indiana,1973,9,6,24.828,16.373,0.0,19.15,1.695,91.02812508804783,54.0589208330121
indiana,1973,9,7,23.937,11.239,0.0,22.01,1.3,97.47209586915282,43.731983769455454
indiana,1973,9,8,21.737,15.258,7.97364280816737,6.57,1.459,84.14656070689459,56.07561802807945
indiana,1973,9,9,19.625,17.019,2.4333149194149,6.66,1.709,88.08988924605444,74.80688103997147
indiana,1973,9,10,23.618,12.144,0.0,21.2,1.477,100.0,50.648427167360744
indiana,1973,9,11,24.702,16.018,0.0,18.84,1.64,90.09116623991214,52.6995426191522
indiana,1973,9,12,21.523,10.749,0.0,19.28,1.179,91.3265208416285,45.91066305496874
indiana,1973,9,13,24.56,13.006,0.0,17.67,1.236,82.4902524754451,40.055781429908876
indiana,1973,9,14,24.237,14.361,12.2903853654179,18.9,1.715,100.0,56.66370545841663
indiana,1973,9,15,23.144,12.004,0.0,20.07,1.386,98.79296852145845,48.90613519274264
indiana,1973,9,16,19.463,12.68,0.0,5.89,1.325,90.33851305911456,58.58494942807536
indiana,1973,9,17,19.756,13.975,6.40651583660201,8.08,1.409,88.28247761229437,61.17587342127812
indiana,1973,9,18,16.351,8.714,0.0,13.19,1.053,93.51134816611543,56.629509794813266
indiana,1973,9,19,18.897,9.7,0.0,17.23,0.993,82.50976927544366,45.48134273298967
indiana,1973,9,20,18.177,12.773,0.0,11.73,1.227,83.14838568215069,58.79050152430831
indiana,1973,9,21,23.824,10.987,0.0,12.03,1.37,100.0,46.4007169417823
indiana,1973,9,22,23.186,20.151,4.84086801310468,6.22,1.967,83.3394245046781,69.231320843526
indiana,1973,9,23,24.278,10.581,0.0,15.53,1.743,100.0,57.44755892030482
indiana,1973,9,24,27.405,14.188,0.0,15.5,1.692,100.0,46.34429007349989
indiana,1973,9,25,27.686,20.135,3.970108811302,13.17,2.074,87.95986547117322,55.882332744029824
indiana,1973,9,26,28.003,19.684,7.1746587736925,16.81,2.024,88.27130872358086,53.536607631744424
indiana,1973,9,27,27.003,18.823,0.0,11.08,1.92,88.34712574171526,53.84232683379354
indiana,1973,9,28,27.345,19.593,5.12004792682319,12.42,2.284,100.0,62.77928680886351
indiana,1973,9,29,22.819,20.529,17.4078475590704,5.14,2.312,95.69705910557656,83.20055851620707
indiana,1973,9,30,23.687,16.316,0.0,10.8,1.721,92.76062034246841,58.77097600791862
indiana,1973,10,1,22.776,15.657,4.69721821161784,7.01,1.814,100.0,65.4495968301371
indiana,1973,10,2,21.474,15.576,8.4752610004557,13.25,1.831,100.0,71.51385870384071
indiana,1973,10,3,23.759,12.249,1.0959804058075,10.16,1.736,100.0,59.027029001350584
indiana,1973,10,4,21.658,17.517,4.15928959836265,3.37,2.028,100.0,78.3218287936162
indiana,1973,10,5,18.351,9.216,0.0,17.52,1.259,100.0,59.66872236666139
indiana,1973,10,6,19.353,8.353,0.0,14.01,1.049,95.46475480271617,46.69996671325628
indiana,1973,10,7,23.261,13.792,1.05168819426993,8.09,1.44,91.30368646366459,50.453817590942194
indiana,1973,10,8,23.691,16.345,0.0,9.6,1.947,100.0,66.47272252553022
indiana,1973,10,9,24.936,16.436,0.0,12.14,1.928,100.0,61.095376153427466
indiana,1973,10,10,26.312,16.367,0.0,14.46,1.834,98.53061199860907,53.5640697408353
indiana,1973,10,11,26.104,16.921,0.0,15.74,1.637,84.90445598667722,48.401010000825494
indiana,1973,10,12,21.905,18.326,3.33601236343384,4.6,1.669,79.22426371932133,63.4924154127457
indiana,1973,10,13,19.188,17.46,18.6090302769344,3.28,1.75,87.72181755460274,78.71187576242008
indiana,1973,10,14,21.458,8.579,0.0,15.83,1.161,100.0,45.3899153081845
indiana,1973,10,15,22.998,13.835,0.0,15.11,1.224,77.39155319257574,43.572708843497736
indiana,1973,10,16,16.784,8.357,0.0,16.4,0.75,68.23557624330826,39.239003914963824
indiana,1973,10,17,13.695,3.857,0.0,15.69,0.564,70.0523726591528,35.986886892611764
indiana,1973,10,18,15.031,9.593,0.0,14.68,0.737,61.68029916314007,43.130874416522836
indiana,1973,10,19,21.68,5.097,0.0,14.71,0.88,100.0,33.940144794422935
indiana,1973,10,20,19.213,8.125,0.0,11.08,1.095,100.0,49.17450928715593
indiana,1973,10,21,16.874,4.98,0.0,14.88,0.925,100.0,48.119169082201914
indiana,1973,10,22,19.009,4.517,0.0,14.7,0.962,100.0,43.754571155378905
